ID,LAT,LON,ELEVATION,STATE,coords,county,state2
US10adam002,40.5093,-98.5493,601.1,NE,"40.5093, -98.5493",Adams County,Nebraska
US10adam004,40.4798,-98.4026,570.0,NE,"40.4798, -98.4026",Adams County,Nebraska
US10adam008,40.4953,-98.2973,566.9,NE,"40.4953, -98.2973",Adams County,Nebraska
US10adam010,40.5532,-98.6297,622.1,NE,"40.5532, -98.6297",Adams County,Nebraska
US10adam015,40.6258,-98.7034,632.2,NE,"40.6258, -98.7034",Adams County,Nebraska
US10adam017,40.6567,-98.4789,607.2,NE,"40.6567, -98.4789",Adams County,Nebraska
US10adam019,40.6114,-98.5543,619.0,NE,"40.6114, -98.5543",Adams County,Nebraska
US10adam022,40.5936,-98.4299,597.1,NE,"40.5936, -98.4299",Adams County,Nebraska
US10adam024,40.3901,-98.2715,548.9,NE,"40.3901, -98.2715",Clay County,Nebraska
US10adam032,40.3571,-98.4208,0.0,NE,"40.3571, -98.4208",Adams County,Nebraska
US10adam034,40.6129,-98.6482,0.0,NE,"40.6129, -98.6482",Adams County,Nebraska
US10adam036,40.5609,-98.402,0.0,NE,"40.5609, -98.402",Adams County,Nebraska
US10adam046,40.5443,-98.4208,0.0,NE,"40.5443, -98.4208",Adams County,Nebraska
US10adam051,40.4166,-98.5341,0.0,NE,"40.4166, -98.5341",Adams County,Nebraska
US10adam056,40.58,-98.3717,0.0,NE,"40.58, -98.3717",Adams County,Nebraska
US10adam057,40.6607,-98.5535,0.0,NE,"40.6607, -98.5535",Adams County,Nebraska
US10bann007,41.5037,-103.7634,0.0,NE,"41.5037, -103.7634",Banner County,Nebraska
US10blai004,41.9043,-100.2657,826.9,NE,"41.9043, -100.2657",Thomas County,Nebraska
US10boon002,41.5249,-97.9933,540.1,NE,"41.5249, -97.9933",Boone County,Nebraska
US10boon005,41.6402,-97.9951,573.9,NE,"41.6402, -97.9951",Boone County,Nebraska
US10boon010,41.6689,-98.1166,548.9,NE,"41.6689, -98.1166",Boone County,Nebraska
US10box_001,42.1911,-102.9518,1250.0,NE,"42.1911, -102.9518",Box Butte County,Nebraska
US10box_007,42.1675,-102.8005,1206.1,NE,"42.1675, -102.8005",Box Butte County,Nebraska
US10box_024,42.3263,-102.9934,0.0,NE,"42.3263, -102.9934",Box Butte County,Nebraska
US10buff002,40.7062,-99.1142,694.9,NE,"40.7062, -99.1142",Buffalo County,Nebraska
US10buff004,40.6908,-99.094,662.0,NE,"40.6908, -99.094",Buffalo County,Nebraska
US10buff006,40.9223,-99.3868,726.9,NE,"40.9223, -99.3868",Buffalo County,Nebraska
US10buff007,40.9903,-98.8699,633.1,NE,"40.9903, -98.8699",Buffalo County,Nebraska
US10buff036,40.7853,-99.1653,0.0,NE,"40.7853, -99.1653",Buffalo County,Nebraska
US10buff039,40.8153,-98.8355,0.0,NE,"40.8153, -98.8355",Buffalo County,Nebraska
US10burt002,41.6965,-96.3619,388.9,NE,"41.6965, -96.3619",Burt County,Nebraska
US10butl005,41.185,-97.2542,484.9,NE,"41.185, -97.2542",Butler County,Nebraska
US10butl008,41.158,-96.9952,490.1,NE,"41.158, -96.9952",Butler County,Nebraska
US10butl011,41.3221,-97.3465,451.1,NE,"41.3221, -97.3465",Butler County,Nebraska
US10cass001,40.9946,-95.8976,337.1,NE,"40.9946, -95.8976",Cass County,Nebraska
US10cass005,40.865,-96.1171,335.9,NE,"40.865, -96.1171",Cass County,Nebraska
US10ceda002,42.7652,-97.3027,401.1,NE,"42.7652, -97.3027",Cedar County,Nebraska
US10ceda006,42.4971,-97.2691,485.9,NE,"42.4971, -97.2691",Cedar County,Nebraska
US10ceda009,42.5654,-97.1363,474.9,NE,"42.5654, -97.1363",Cedar County,Nebraska
US10chas001,40.5158,-101.6451,1004.0,NE,"40.5158, -101.6451",Chase County,Nebraska
US10chas002,40.4629,-101.5907,975.1,NE,"40.4629, -101.5907",Chase County,Nebraska
US10chas003,40.4085,-101.6227,1054.0,NE,"40.4085, -101.6227",Chase County,Nebraska
US10chas011,40.5667,-101.7244,1014.1,NE,"40.5667, -101.7244",Chase County,Nebraska
US10chas012,40.4836,-101.9051,1035.1,NE,"40.4836, -101.9051",Chase County,Nebraska
US10chas016,40.5227,-101.9864,1068.9,NE,"40.5227, -101.9864",Chase County,Nebraska
US10chas019,40.5059,-101.4966,1021.1,NE,"40.5059, -101.4966",Chase County,Nebraska
US10chas023,40.6832,-101.6432,1018.0,NE,"40.6832, -101.6432",Chase County,Nebraska
US10chas025,40.4213,-101.7182,1015.9,NE,"40.4213, -101.7182",Chase County,Nebraska
US10chas028,40.4688,-101.541,972.0,NE,"40.4688, -101.541",Chase County,Nebraska
US10chas029,40.4434,-101.7821,1028.1,NE,"40.4434, -101.7821",Chase County,Nebraska
US10chas033,40.393,-101.7795,1029.0,NE,"40.393, -101.7795",Chase County,Nebraska
US10chas035,40.6539,-101.4379,0.0,NE,"40.6539, -101.4379",Chase County,Nebraska
US10chas036,40.6376,-101.4573,0.0,NE,"40.6376, -101.4573",Chase County,Nebraska
US10cher005,42.872,-100.5448,787.0,NE,"42.872, -100.5448",Cherry County,Nebraska
US10cher013,42.3536,-100.6312,900.1,NE,"42.3536, -100.6312",Cherry County,Nebraska
US10cher018,42.9955,-101.7119,1004.9,NE,"42.9955, -101.7119",Bennett County,South Dakota
US10cher024,42.82,-101.2825,862.9,NE,"42.82, -101.2825",Cherry County,Nebraska
US10cher025,42.6558,-100.2688,826.9,NE,"42.6558, -100.2688",Brown County,Nebraska
US10cher027,42.8978,-101.2733,0.0,NE,"42.8978, -101.2733",Cherry County,Nebraska
US10cher032,42.6638,-100.6651,0.0,NE,"42.6638, -100.6651",Cherry County,Nebraska
US10chey007,41.126999999999995,-102.97,1257.9,NE,"41.126999999999995, -102.97",Cheyenne County,Nebraska
US10chey010,41.3766,-103.0495,1323.1,NE,"41.3766, -103.0495",Cheyenne County,Nebraska
US10chey018,41.3722,-103.1112,1338.1,NE,"41.3722, -103.1112",Cheyenne County,Nebraska
US10chey019,41.3264,-102.9948,1310.9,NE,"41.3264, -102.9948",Cheyenne County,Nebraska
US10chey021,41.1554,-102.9844,1282.9,NE,"41.1554, -102.9844",Cheyenne County,Nebraska
US10chey025,41.1289,-102.9701,1247.9,NE,"41.1289, -102.9701",Cheyenne County,Nebraska
US10chey028,41.0317,-102.9277,1296.9,NE,"41.0317, -102.9277",Cheyenne County,Nebraska
US10chey032,41.0675,-102.6314,1234.1,NE,"41.0675, -102.6314",Cheyenne County,Nebraska
US10chey033,41.0246,-103.2684,1389.9,NE,"41.0246, -103.2684",Cheyenne County,Nebraska
US10chey036,41.1334,-103.2254,1328.0,NE,"41.1334, -103.2254",Cheyenne County,Nebraska
US10chey037,41.0622,-103.2221,1323.1,NE,"41.0622, -103.2221",Cheyenne County,Nebraska
US10chey040,41.3504,-103.2507,1382.9,NE,"41.3504, -103.2507",Cheyenne County,Nebraska
US10chey046,41.18899999999999,-103.2204,1330.1,NE,"41.18899999999999, -103.2204",Cheyenne County,Nebraska
US10chey049,41.0492,-103.1975,0.0,NE,"41.0492, -103.1975",Cheyenne County,Nebraska
US10chey060,41.1339,-102.9777,0.0,NE,"41.1339, -102.9777",Cheyenne County,Nebraska
US10clay004,40.5318,-98.10700000000001,552.9,NE,"40.5318, -98.10700000000001",Clay County,Nebraska
US10clay005,40.4019,-97.9945,530.0,NE,"40.4019, -97.9945",Clay County,Nebraska
US10clay008,40.4549,-98.0329,537.1,NE,"40.4549, -98.0329",Clay County,Nebraska
US10clay009,40.6115,-98.2773,570.9,NE,"40.6115, -98.2773",Clay County,Nebraska
US10clay013,40.4615,-98.0694,544.1,NE,"40.4615, -98.0694",Clay County,Nebraska
US10clay023,40.4473,-98.0466,537.1,NE,"40.4473, -98.0466",Clay County,Nebraska
US10clay029,40.4086,-98.1087,0.0,NE,"40.4086, -98.1087",Clay County,Nebraska
US10clay039,40.6236,-98.0925,0.0,NE,"40.6236, -98.0925",Clay County,Nebraska
US10clay041,40.5199,-98.0526,0.0,NE,"40.5199, -98.0526",Clay County,Nebraska
US10colf001,41.7014,-97.0731,460.9,NE,"41.7014, -97.0731",Colfax County,Nebraska
US10colf003,41.596000000000004,-97.1614,487.1,NE,"41.596000000000004, -97.1614",Colfax County,Nebraska
US10cumi003,41.8664,-96.7995,431.0,NE,"41.8664, -96.7995",Cuming County,Nebraska
US10cumi008,41.9301,-96.8078,417.0,NE,"41.9301, -96.8078",Cuming County,Nebraska
US10cumi012,42.0149,-96.5756,0.0,NE,"42.0149, -96.5756",Cuming County,Nebraska
US10cust003,41.4206,-100.1929,823.9,NE,"41.4206, -100.1929",Custer County,Nebraska
US10cust005,41.2685,-99.5322,765.0,NE,"41.2685, -99.5322",Custer County,Nebraska
US10cust010,41.1759,-99.6131,726.0,NE,"41.1759, -99.6131",Custer County,Nebraska
US10cust012,41.6293,-99.9052,819.0,NE,"41.6293, -99.9052",Custer County,Nebraska
US10cust014,41.5419,-100.0685,880.0,NE,"41.5419, -100.0685",Custer County,Nebraska
US10cust015,41.7171,-99.9848,823.0,NE,"41.7171, -99.9848",Custer County,Nebraska
US10cust020,41.2793,-100.1589,918.1,NE,"41.2793, -100.1589",Custer County,Nebraska
US10cust021,41.4517,-99.9745,907.1,NE,"41.4517, -99.9745",Custer County,Nebraska
US10cust022,41.409,-99.4638,761.1,NE,"41.409, -99.4638",Custer County,Nebraska
US10cust032,41.4189,-99.8858,0.0,NE,"41.4189, -99.8858",Custer County,Nebraska
US10cust035,41.5661,-100.0212,0.0,NE,"41.5661, -100.0212",Custer County,Nebraska
US10cust039,41.2888,-99.9237,0.0,NE,"41.2888, -99.9237",Custer County,Nebraska
US10cust041,41.4004,-99.5844,0.0,NE,"41.4004, -99.5844",Custer County,Nebraska
US10cust042,41.6273,-99.741,0.0,NE,"41.6273, -99.741",Custer County,Nebraska
US10cust045,41.412,-99.6378,0.0,NE,"41.412, -99.6378",Custer County,Nebraska
US10dako002,42.3484,-96.6192,381.9,NE,"42.3484, -96.6192",Dakota County,Nebraska
US10dako003,42.3882,-96.5916,0.0,NE,"42.3882, -96.5916",Dakota County,Nebraska
US10dawe002,42.8304,-102.9956,1032.1,NE,"42.8304, -102.9956",Dawes County,Nebraska
US10dawe006,42.6675,-103.2848,1170.1,NE,"42.6675, -103.2848",Dawes County,Nebraska
US10dawe007,42.8037,-103.0531,1024.1,NE,"42.8037, -103.0531",Dawes County,Nebraska
US10dawe010,42.6256,-102.8125,1214.0,NE,"42.6256, -102.8125",Dawes County,Nebraska
US10dawe015,42.4525,-102.9868,1195.1,NE,"42.4525, -102.9868",Dawes County,Nebraska
US10dawe017,42.4672,-103.145,1232.9,NE,"42.4672, -103.145",Dawes County,Nebraska
US10dawe018,42.5116,-103.1096,1268.9,NE,"42.5116, -103.1096",Dawes County,Nebraska
US10dawe026,42.668,-103.0668,0.0,NE,"42.668, -103.0668",Dawes County,Nebraska
US10dawe030,42.4549,-103.2334,0.0,NE,"42.4549, -103.2334",Dawes County,Nebraska
US10daws002,40.78,-99.72,730.0,NE,"40.78, -99.72",Dawson County,Nebraska
US10daws008,40.7966,-99.9956,762.0,NE,"40.7966, -99.9956",Dawson County,Nebraska
US10daws010,40.9455,-99.5599,738.8,NE,"40.9455, -99.5599",Dawson County,Nebraska
US10daws011,40.9238,-99.4457,748.9,NE,"40.9238, -99.4457",Dawson County,Nebraska
US10daws017,40.8715,-99.98100000000001,0.0,NE,"40.8715, -99.98100000000001",Dawson County,Nebraska
US10deue004,41.1496,-102.3234,1147.9,NE,"41.1496, -102.3234",Deuel County,Nebraska
US10deue009,41.0613,-102.0896,1036.9,NE,"41.0613, -102.0896",Deuel County,Nebraska
US10deue015,41.0025,-102.241,1054.9,NE,"41.0025, -102.241",Deuel County,Nebraska
US10deue018,41.1828,-102.5743,1213.1,NE,"41.1828, -102.5743",Deuel County,Nebraska
US10deue025,41.0942,-102.4764,0.0,NE,"41.0942, -102.4764",Deuel County,Nebraska
US10doug006,41.2658,-95.9927,366.1,NE,"41.2658, -95.9927",Douglas County,Nebraska
US10doug025,41.3639,-96.1558,0.0,NE,"41.3639, -96.1558",Douglas County,Nebraska
US10doug036,41.3114,-96.1412,0.0,NE,"41.3114, -96.1412",Douglas County,Nebraska
US10doug046,41.3003,-96.0398,0.0,NE,"41.3003, -96.0398",Douglas County,Nebraska
US10doug052,41.2538,-96.3304,0.0,NE,"41.2538, -96.3304",Douglas County,Nebraska
US10doug059,41.206,-96.1812,0.0,NE,"41.206, -96.1812",Douglas County,Nebraska
US10doug060,41.2687,-95.9869,0.0,NE,"41.2687, -95.9869",Douglas County,Nebraska
US10doug064,41.3348,-96.366,0.0,NE,"41.3348, -96.366",Douglas County,Nebraska
US10dund009,40.2787,-101.6933,1022.0,NE,"40.2787, -101.6933",Dundy County,Nebraska
US10dund010,40.1177,-101.7821,994.0,NE,"40.1177, -101.7821",Dundy County,Nebraska
US10dund011,40.1548,-101.4734,929.0,NE,"40.1548, -101.4734",Dundy County,Nebraska
US10dund014,40.0757,-101.5947,979.9,NE,"40.0757, -101.5947",Dundy County,Nebraska
US10dund015,40.3361,-101.4339,1001.0,NE,"40.3361, -101.4339",Dundy County,Nebraska
US10dund017,40.139,-101.8625,1047.9,NE,"40.139, -101.8625",Dundy County,Nebraska
US10dund019,40.1078,-101.5849,986.0,NE,"40.1078, -101.5849",Dundy County,Nebraska
US10dund020,40.3347,-101.3795,992.1,NE,"40.3347, -101.3795",Dundy County,Nebraska
US10dund023,40.12,-101.7334,0.0,NE,"40.12, -101.7334",Dundy County,Nebraska
US10fill002,40.634,-97.5841,501.1,NE,"40.634, -97.5841",Fillmore County,Nebraska
US10fill005,40.5402,-97.67200000000001,498.0,NE,"40.5402, -97.67200000000001",Fillmore County,Nebraska
US10fill006,40.4067,-97.3739,479.1,NE,"40.4067, -97.3739",Fillmore County,Nebraska
US10fill011,40.5866,-97.6917,509.9,NE,"40.5866, -97.6917",Fillmore County,Nebraska
US10fran002,40.2732,-99.0295,666.0,NE,"40.2732, -99.0295",Franklin County,Nebraska
US10fran006,40.2623,-99.1075,679.1,NE,"40.2623, -99.1075",Franklin County,Nebraska
US10fran007,40.2776,-99.1562,677.9,NE,"40.2776, -99.1562",Franklin County,Nebraska
US10fran013,40.0576,-99.1572,581.9,NE,"40.0576, -99.1572",Franklin County,Nebraska
US10fran015,40.0999,-98.9228,0.0,NE,"40.0999, -98.9228",Franklin County,Nebraska
US10fron007,40.6595,-100.6237,819.9,NE,"40.6595, -100.6237",Frontier County,Nebraska
US10fron010,40.6901,-100.0995,844.9,NE,"40.6901, -100.0995",Frontier County,Nebraska
US10fron011,40.57,-100.1177,787.9,NE,"40.57, -100.1177",Frontier County,Nebraska
US10fron014,40.4028,-100.6412,844.0,NE,"40.4028, -100.6412",Frontier County,Nebraska
US10fron015,40.5081,-100.6456,880.0,NE,"40.5081, -100.6456",Frontier County,Nebraska
US10fron017,40.3882,-100.1712,762.9,NE,"40.3882, -100.1712",Frontier County,Nebraska
US10fron019,40.5021,-100.5022,0.0,NE,"40.5021, -100.5022",Frontier County,Nebraska
US10furn004,40.0502,-99.8189,661.1,NE,"40.0502, -99.8189",Furnas County,Nebraska
US10furn008,40.0887,-99.89200000000001,712.9,NE,"40.0887, -99.89200000000001",Furnas County,Nebraska
US10furn014,40.133,-99.8238,665.1,NE,"40.133, -99.8238",Furnas County,Nebraska
US10furn015,40.2463,-99.9516,719.9,NE,"40.2463, -99.9516",Furnas County,Nebraska
US10furn022,40.3083,-99.9056,0.0,NE,"40.3083, -99.9056",Furnas County,Nebraska
US10furn024,40.2215,-100.1086,744.9,NE,"40.2215, -100.1086",Furnas County,Nebraska
US10furn025,40.2854,-100.179,0.0,NE,"40.2854, -100.179",Furnas County,Nebraska
US10furn031,40.0451,-100.0164,0.0,NE,"40.0451, -100.0164",Furnas County,Nebraska
US10gage003,40.0525,-96.5774,367.0,NE,"40.0525, -96.5774",Gage County,Nebraska
US10gage009,40.0086,-96.7029,396.8,NE,"40.0086, -96.7029",Gage County,Nebraska
US10gage012,40.5008,-96.7049,444.1,NE,"40.5008, -96.7049",Gage County,Nebraska
US10gage013,40.2911,-96.5367,430.1,NE,"40.2911, -96.5367",Gage County,Nebraska
US10gage020,40.376999999999995,-96.9086,395.9,NE,"40.376999999999995, -96.9086",Gage County,Nebraska
US10gage022,40.118,-96.87899999999999,410.0,NE,"40.118, -96.87899999999999",Gage County,Nebraska
US10gage044,40.4914,-96.5204,0.0,NE,"40.4914, -96.5204",Gage County,Nebraska
US10gard003,41.3342,-102.5328,1178.1,NE,"41.3342, -102.5328",Garden County,Nebraska
US10gard010,41.9762,-102.3879,1183.8,NE,"41.9762, -102.3879",Garden County,Nebraska
US10gard016,41.2373,-102.4249,0.0,NE,"41.2373, -102.4249",Garden County,Nebraska
US10garf004,42.058,-98.9925,691.0,NE,"42.058, -98.9925",Garfield County,Nebraska
US10garf009,41.7533,-99.1485,0.0,NE,"41.7533, -99.1485",Garfield County,Nebraska
US10garf010,41.8256,-99.1867,0.0,NE,"41.8256, -99.1867",Garfield County,Nebraska
US10gosp006,40.4087,-99.6633,0.0,NE,"40.4087, -99.6633",Gosper County,Nebraska
US10gran010,41.8993,-101.9545,1166.2,NE,"41.8993, -101.9545",Grant County,Nebraska
US10gree004,41.4663,-98.6272,609.0,NE,"41.4663, -98.6272",Greeley County,Nebraska
US10gree007,41.6869,-98.3657,583.1,NE,"41.6869, -98.3657",Greeley County,Nebraska
US10gree010,41.582,-98.6543,648.9,NE,"41.582, -98.6543",Greeley County,Nebraska
US10gree011,41.581,-98.3857,616.9,NE,"41.581, -98.3857",Greeley County,Nebraska
US10hall001,40.9294,-98.3767,570.9,NE,"40.9294, -98.3767",Hall County,Nebraska
US10hall002,40.9187,-98.3863,574.9,NE,"40.9187, -98.3863",Hall County,Nebraska
US10hall004,40.8585,-98.3781,574.9,NE,"40.8585, -98.3781",Hall County,Nebraska
US10hall005,40.7874,-98.3029,586.1,NE,"40.7874, -98.3029",Hall County,Nebraska
US10hall007,41.018,-98.3042,558.1,NE,"41.018, -98.3042",Hall County,Nebraska
US10hall008,40.8229,-98.5984,604.1,NE,"40.8229, -98.5984",Hall County,Nebraska
US10hall009,40.7734,-98.4137,583.1,NE,"40.7734, -98.4137",Hall County,Nebraska
US10hall011,41.0018,-98.6143,598.9,NE,"41.0018, -98.6143",Hall County,Nebraska
US10hall016,40.9357,-98.3378,570.0,NE,"40.9357, -98.3378",Hall County,Nebraska
US10hall018,40.7859,-98.6834,611.1,NE,"40.7859, -98.6834",Hall County,Nebraska
US10hall020,40.8873,-98.7113,616.9,NE,"40.8873, -98.7113",Hall County,Nebraska
US10hall042,40.9436,-98.3706,0.0,NE,"40.9436, -98.3706",Hall County,Nebraska
US10hall043,40.7921,-98.6456,0.0,NE,"40.7921, -98.6456",Hall County,Nebraska
US10hami001,41.0539,-97.8878,537.1,NE,"41.0539, -97.8878",Hamilton County,Nebraska
US10hami002,40.8863,-97.8748,537.1,NE,"40.8863, -97.8748",Hamilton County,Nebraska
US10hami004,40.8583,-97.9881,541.9,NE,"40.8583, -97.9881",Hamilton County,Nebraska
US10hami011,40.7849,-98.169,563.0,NE,"40.7849, -98.169",Hamilton County,Nebraska
US10hami012,41.0348,-97.8459,524.9,NE,"41.0348, -97.8459",Hamilton County,Nebraska
US10hami017,40.9503,-97.9988,556.0,NE,"40.9503, -97.9988",Hamilton County,Nebraska
US10hami019,40.989,-97.9976,0.0,NE,"40.989, -97.9976",Hamilton County,Nebraska
US10harl004,40.1765,-99.5579,623.9,NE,"40.1765, -99.5579",Harlan County,Nebraska
US10harl008,40.0983,-99.3626,611.1,NE,"40.0983, -99.3626",Harlan County,Nebraska
US10harl010,40.1273,-99.5572,615.1,NE,"40.1273, -99.5572",Harlan County,Nebraska
US10harl012,40.3073,-99.3492,687.9,NE,"40.3073, -99.3492",Harlan County,Nebraska
US10harl014,40.129,-99.4512,0.0,NE,"40.129, -99.4512",Harlan County,Nebraska
US10haye003,40.5106,-101.0202,935.1,NE,"40.5106, -101.0202",Hayes County,Nebraska
US10haye004,40.3999,-101.2766,926.9,NE,"40.3999, -101.2766",Hayes County,Nebraska
US10haye012,40.3725,-101.0376,0.0,NE,"40.3725, -101.0376",Hayes County,Nebraska
US10hitc004,40.0882,-100.7859,802.8,NE,"40.0882, -100.7859",Hitchcock County,Nebraska
US10hitc017,40.296,-101.0147,827.8,NE,"40.296, -101.0147",Hitchcock County,Nebraska
US10hitc020,40.3353,-101.1509,911.0,NE,"40.3353, -101.1509",Hitchcock County,Nebraska
US10hitc022,40.2556,-101.277,974.1,NE,"40.2556, -101.277",Hitchcock County,Nebraska
US10hitc028,40.2336,-100.8003,0.0,NE,"40.2336, -100.8003",Hitchcock County,Nebraska
US10holt001,42.4604,-98.6583,609.9,NE,"42.4604, -98.6583",Holt County,Nebraska
US10holt011,42.1751,-98.4855,601.1,NE,"42.1751, -98.4855",Holt County,Nebraska
US10holt024,42.7982,-98.6506,0.0,NE,"42.7982, -98.6506",Holt County,Nebraska
US10hook001,42.0437,-101.0391,979.0,NE,"42.0437, -101.0391",Hooker County,Nebraska
US10hook002,41.9258,-101.146,1011.9,NE,"41.9258, -101.146",Hooker County,Nebraska
US10hook007,42.162,-100.6148,937.0,NE,"42.162, -100.6148",Cherry County,Nebraska
US10howa001,41.2185,-98.4512,548.0,NE,"41.2185, -98.4512",Howard County,Nebraska
US10howa002,41.2915,-98.6149,584.9,NE,"41.2915, -98.6149",Howard County,Nebraska
US10howa004,41.0902,-98.5014,568.1,NE,"41.0902, -98.5014",Howard County,Nebraska
US10howa005,41.122,-98.5533,577.0,NE,"41.122, -98.5533",Howard County,Nebraska
US10howa007,41.3219,-98.3255,573.9,NE,"41.3219, -98.3255",Howard County,Nebraska
US10howa009,41.323,-98.7126,613.0,NE,"41.323, -98.7126",Howard County,Nebraska
US10howa010,41.1063,-98.67200000000001,0.0,NE,"41.1063, -98.67200000000001",Howard County,Nebraska
US10jeff001,40.0284,-96.9355,438.9,NE,"40.0284, -96.9355",Jefferson County,Kansas
US10jeff002,40.082,-97.3306,451.1,NE,"40.082, -97.3306",Jefferson County,Nebraska
US10jeff003,40.2669,-97.3169,438.0,NE,"40.2669, -97.3169",Jefferson County,Nebraska
US10jeff005,40.1518,-97.3339,463.9,NE,"40.1518, -97.3339",Jefferson County,Nebraska
US10jeff006,40.25,-97.21700000000001,455.1,NE,"40.25, -97.21700000000001",Jefferson County,Nebraska
US10jeff009,40.0599,-97.0435,406.9,NE,"40.0599, -97.0435",Jefferson County,Nebraska
US10jeff011,40.304,-96.9906,437.1,NE,"40.304, -96.9906",Jefferson County,Nebraska
US10jeff012,40.3318,-96.9568,415.1,NE,"40.3318, -96.9568",Jefferson County,Nebraska
US10jeff014,40.3073,-97.3119,452.9,NE,"40.3073, -97.3119",Jefferson County,Nebraska
US10jeff016,40.1971,-96.9734,442.0,NE,"40.1971, -96.9734",Jefferson County,Nebraska
US10jeff020,40.1468,-97.1524,427.9,NE,"40.1468, -97.1524",Jefferson County,Nebraska
US10jeff021,40.3296,-97.1982,455.1,NE,"40.3296, -97.1982",Jefferson County,Nebraska
US10john001,40.3776,-96.1679,371.9,NE,"40.3776, -96.1679",Johnson County,Nebraska
US10john002,40.4644,-96.2337,360.0,NE,"40.4644, -96.2337",Johnson County,Nebraska
US10john003,40.2912,-96.1986,360.9,NE,"40.2912, -96.1986",Pawnee County,Nebraska
US10john004,40.3428,-96.1039,374.0,NE,"40.3428, -96.1039",Johnson County,Nebraska
US10john005,40.4431,-96.3216,365.2,NE,"40.4431, -96.3216",Johnson County,Nebraska
US10john009,40.4471,-96.4384,367.0,NE,"40.4471, -96.4384",Johnson County,Nebraska
US10john015,40.3777,-96.3155,376.1,NE,"40.3777, -96.3155",Johnson County,Nebraska
US10john017,40.4168,-96.3687,399.0,NE,"40.4168, -96.3687",Johnson County,Nebraska
US10kear006,40.4968,-98.9416,665.1,NE,"40.4968, -98.9416",Kearney County,Nebraska
US10kear011,40.4877,-98.9526,668.1,NE,"40.4877, -98.9526",Kearney County,Nebraska
US10kear012,40.4368,-98.7998,645.0,NE,"40.4368, -98.7998",Kearney County,Nebraska
US10kear014,40.3981,-98.7991,0.0,NE,"40.3981, -98.7991",Kearney County,Nebraska
US10keit008,41.1234,-101.7512,990.0,NE,"41.1234, -101.7512",Keith County,Nebraska
US10keit013,41.1089,-101.8264,997.9,NE,"41.1089, -101.8264",Keith County,Nebraska
US10keit014,41.1638,-101.3071,0.0,NE,"41.1638, -101.3071",Keith County,Nebraska
US10keit015,41.1361,-101.719,0.0,NE,"41.1361, -101.719",Keith County,Nebraska
US10keit018,41.2119,-101.8374,1049.1,NE,"41.2119, -101.8374",Keith County,Nebraska
US10keit020,41.0171,-101.3722,990.9,NE,"41.0171, -101.3722",Keith County,Nebraska
US10kimb021,41.2296,-103.8541,0.0,NE,"41.2296, -103.8541",Kimball County,Nebraska
US10kimb023,41.0622,-103.7745,0.0,NE,"41.0622, -103.7745",Kimball County,Nebraska
US10knox001,42.531000000000006,-98.0989,440.1,NE,"42.531000000000006, -98.0989",Knox County,Nebraska
US10knox004,42.7382,-97.4985,430.1,NE,"42.7382, -97.4985",Knox County,Nebraska
US10knox005,42.5999,-97.6445,523.0,NE,"42.5999, -97.6445",Knox County,Nebraska
US10knox018,42.7661,-97.5637,0.0,NE,"42.7661, -97.5637",Knox County,Nebraska
US10lanc001,40.7633,-96.6833,367.0,NE,"40.7633, -96.6833",Lancaster County,Nebraska
US10lanc006,40.8081,-96.64299999999999,395.9,NE,"40.8081, -96.64299999999999",Lancaster County,Nebraska
US10lanc007,41.0032,-96.6763,387.1,NE,"41.0032, -96.6763",Lancaster County,Nebraska
US10lanc012,40.7544,-96.7611,380.1,NE,"40.7544, -96.7611",Lancaster County,Nebraska
US10lanc013,40.8416,-96.5141,402.9,NE,"40.8416, -96.5141",Lancaster County,Nebraska
US10lanc015,40.5847,-96.4922,434.0,NE,"40.5847, -96.4922",Lancaster County,Nebraska
US10lanc043,40.779,-96.6473,0.0,NE,"40.779, -96.6473",Lancaster County,Nebraska
US10lanc047,40.7773,-96.73299999999999,0.0,NE,"40.7773, -96.73299999999999",Lancaster County,Nebraska
US10lanc067,40.7889,-96.7413,0.0,NE,"40.7889, -96.7413",Lancaster County,Nebraska
US10lanc071,40.7229,-96.6208,0.0,NE,"40.7229, -96.6208",Lancaster County,Nebraska
US10lanc072,40.9756,-96.7835,0.0,NE,"40.9756, -96.7835",Lancaster County,Nebraska
US10linc003,41.0322,-100.8012,925.1,NE,"41.0322, -100.8012",Lincoln County,Nebraska
US10linc004,41.221000000000004,-101.0835,897.9,NE,"41.221000000000004, -101.0835",Lincoln County,Nebraska
US10linc018,41.1294,-100.7497,855.0,NE,"41.1294, -100.7497",Lincoln County,Nebraska
US10linc019,41.0575,-100.7573,925.1,NE,"41.0575, -100.7573",Lincoln County,Nebraska
US10linc023,41.13399999999999,-101.1422,908.0,NE,"41.13399999999999, -101.1422",Lincoln County,Nebraska
US10linc033,41.1675,-101.1375,940.0,NE,"41.1675, -101.1375",Lincoln County,Nebraska
US10linc035,41.0844,-100.7844,858.0,NE,"41.0844, -100.7844",Lincoln County,Nebraska
US10linc036,41.1666,-101.1259,915.9,NE,"41.1666, -101.1259",Lincoln County,Nebraska
US10linc037,41.2286,-101.0567,904.0,NE,"41.2286, -101.0567",Lincoln County,Nebraska
US10linc040,41.0829,-101.2404,946.1,NE,"41.0829, -101.2404",Lincoln County,Nebraska
US10linc047,40.8603,-100.7018,914.1,NE,"40.8603, -100.7018",Lincoln County,Nebraska
